Words,#
食べ物の匂い,1
コンロの火,1
あぶる,1
焦げた,1
あれです,1
染み込ん,1
果汁の部分,1
焦げる,1
普通し,1
歳した,1
でてがみ,1
むしゃむしゃ,1
ムシャムシャ,1
ポストのこと,1
ヤギのこと,1
横のポスト,1
ポストの裏,1
持っててたのか,1
取り戻せて,1
ですた,1
盗まれたのが,1
Ｘの正体,1
子どもの遊び,1
付き合ってている,1
解こう,1
からの新た,1
家のポスト,1
最初のカード,1
意図,1
今回のカード,1
カードの内容,1
思いつくのは,1
柑橘のあぶり出し,1
書いてるのに,1
下の左,1
左の左,1
左の下,1
カードの左下,1
斗え,1
文字の…,1
輝いて,1
文章の漢字,1
下の部分,1
堅,1
持,1
橘,1
雫の“,1
歩き回り,1
探し当てた,1
木の下,1
大き目のデジタル,1
ウォッチ,1
道具のうち,1
目くらまし,1
易かったのに,1
張っててできた,1
思い知らさ,1
しゃべっててます,1
他愛,1
思い悩んででいる,1
物の件,1
知人の危篤,1
危篤,1
渡米する,1
鐘の家名,1
家名,1
そぐわ,1
他のカード,1
隠れている,1
などのフレーズ,1
フレーズ,1
調べたのです,1
隠されて,1
かの部分,1
平仮名,1
すて,1
にぶる,1
ですする,1
すてえ,1
テーブル,1
テーブルの裏側,1
太めの万年,1
道具の１,1
普通の万年,1
使えます,1
ペンライト,1
望遠,1
捨てるのが,1
握っててた,1
だけの子ども,1
比較して,1
測れる,1
浮いて,1
今の方,1
変化して,1
以外の、,1
恐れている,1
Ｘの捜索,1
うろついている,1
風体の異なる,1
商店の店主,1
例のカード,1
次の隠し,1
物色している,1
寂しいえ,1
かええ,1
もしてます,1
上目,1
睨んでで,1
つもりのはず,1
反撃する,1
発電,1
だけの女,1
Ｘのこと,1
走り去る,1
しまっててで,1
Ｘの件,1
話しします,1
黒服の男,1
家の秘書,1
さまの仕組ん,1
仕組ん,1
近年の直,1
様のご,1
痛めて,1
おられ,1
許せる,1
知己,1
没頭,1
ばかりの直,1
たかったのです,1
性別,1
おられた,1
頃の想い,1
見込んでで,1
引き込みしたのは,1
私の一存,1
一存,1
最後の挑戦,1
あなたの好き,1
あなたの苦手,1
ただし,1
拗ねている,1
ゴミ箱,1
中身の見当,1
ゴミ箱の底,1
道具の最後,1
てちょう,1
忘れかけている,1
詰まってるてる,1
思い出さ,1
侮られ,1
見下され,1
困惑している,1
落ち着かせた,1
町の殺人,1
活躍して,1
家の、,1
背伸びして,1
拘っててた,1
だったのを,1
叫ぶ,1
涙ぐみ,1
思い込む,1
成し遂げる,1
なれて,1
追い求める,1
斗の強い,1
自分の本当,1
見回している,1
寝起きしてる,1
さんの趣味,1
散見,1
仮住まい,1
テレビの位置,1
見るのは,1
座っ,1
さんの部屋,1
押しかける,1
ちゃっててえ,1
通信,1
僕のも,1
斗の好き,1
僕のまま,1
変われる,1
想ってて,1
ひとりの…,1
ただの僕,1
気持ちの謎,1
解けてる,1
斗のペルソナ,1
ヤマトタケル,1
追っててた,1
挫折し,1
励まされた,1
僕の助手,1
格上げして,1
いっそのこと,1
返り討ち,1
ひとりの自分,1
変わってている,1
尊敬,1
役立ち,1
尾行の仕方,1
探偵の基礎,1
叩き込まれた,1
らの仲間,1
からの転校,1
部長の鳴,1
目の感想,1
嬉,1
新入,1
腐れ縁,1
腐り,1
他のやつ,1
シュート,1
ばっかの鳴,1
上の前,1
グチっ,1
楽しいぜ,1
バスケの経験,1
無論,1
ガシガシ,1
しごいて,1
部の長瀬,1
思うぜ,1
他の部,1
占領,1
戯れます,1
申し出る,1
あそこのホイコーロー,1
ホイコーロー,1
屋上の？,1
安いし,1
終わんの。,1
調理,1
甘いの好き,1
甘いのは,1
どまり,1
ダッサ,1
もの好き,1
こよう,1
遠慮する,1
もらえるぜ,1
っつってるてる,1
くれるのだ,1
一条のさり気ない,1
さり気ない,1
一条の帰り,1
食いモンの話,1
欲しいし,1
一条のこと,1
おもむろに,1
あいつの、,1
一条の、,1
一人暮らししてる,1
名門ての？,1
厳格,1
しきたり,1
君臨してて,1
上がん,1
反対して,1
野蛮,1
ただのスポーツ,1
混じり,1
たしなんでで,1
くれりゃ,1
お前の話,1
ばっかしてる,1
一条の心配,1
ザーサイ,1
持ち回り,1
汗臭い,1
らの世話,1
できるの。,1
海老原の顔,1
夢の内容,1
政略,1
アリアリ,1
有りえ,1
オレの上流,1
階級の空気,1
軽口,1
たたいている,1
喋りし,1
てんのって,1
デキのいい,1
呼ばれてる,1
旧家,1
今の当主,1
オレの妹,1
可愛いの。,1
一条の話し,1
くせし,1
話された,1
オレのスーパー,1
シュートの話,1
部活の話,1
かれた,1
一条の下駄,1
革靴,1
閉じた,1
選んででいる,1
反対してた,1
バスケで,1
練習してた,1
見上げている,1
部活の音,1
飛べて,1
海の底,1
サボんのも,1
合コンでで,1
オレのこの,1
つーの、,1
イケ,1
かぶんの、,1
見上げる,1
終わったのか,1
抜い,1
楽しいの。,1
自身の力,1
やらして,1
悩んででた,1
全ての手,1
子どものよう,1
そこの…,1
通学し,1
きったねーる,1
他のバスケ,1
弱み,1
知ってってっ,1
揃う,1
策略,1
揃わ,1
人集め,1
他校,1
との練習,1
対戦,1
校のヤツ,1
試合する,1
一条のスーパー,1
冴え,1
互角の勝負,1
体のキレ,1
封じた,1
点差,1
長瀬の横,1
すり抜けた,1
得点,1
試合の後,1
けちった,1
乗り移った,1
トラベリング,1
なーる,1
試合したのだ,1
今の両親,1
くれたのって,1
何の役目,1
れるのか,1
言われてるのか,1
本当の親子,1
歳の子,1
英才,1
バスケして,1
公の場,1
怒鳴ってて,1
親のこと,1
行くのか,1
帰ってく,1
今日の試合,1
試合のこと,1
との計画,1
功,1
奏した,1
試合るせ,1
話し込んでで,1
追い込む,1
ショボくれた,1
拝み,1
切り上げろ,1
ヒマ人め,1
反し,1
預け,1
読んででいる,1
さぞ,1
あなたの名前,1
名前の“,1
願ってて,1
偉く,1
体の弱かっ,1
弱かった,1
両親の希望,1
希望の光,1
くじけて,1
進み,1
はしてた,1
無くなっててた,1
一条の支え,1
帰宅する,1
一条の家,1
引き取られて,1
陽,1
キラキラしてた,1
までの自分,1
思おう,1
かぶっててた,1
被れ,1
親の名前,1
持ち歩い,1
宛名の“,1
にじんでる,1
擦っ,1
慌てて,1
封筒のカド,1
すりかえ,1
前の手紙,1
便せん,1
描かれてる,1
施設の、,1
尋ねてった,1
でるの分かっ,1
騙す,1
手紙の内容,1
先生の優しい,1
っつった,1
でく,1
問答,1
抜くのも,1
自分の力,1
当主の“,1
言われてんのよ,1
なかったて,1
言うのって,1
歌詞,1
終い,1
受け取る,1
友情,1
取り組ん,1
若者の汗,1
アタシの力,1
あ・げげ・るる,1
ないのよぉ,1
火・金,1
先生の顔,1
おませ,1
たちのささやき声,1
ささやき声,1
向こうのサッカー,1
ナメて,1
ランニング,1
散らばってて,1
ながせ,1
入ったのか,1
寄っ,1
部のホープ,1
ホープ,1
希望の星,1
いーぜて,1
部のやつ,1
笑い事,1
実力,1
周りの視線,1
歓迎して,1
今日のノルマ,1
ノルマ,1
部活の見学,1
片付けして,1
ヤツの仕事,1
部のほう,1
かり,1
処世,1
ちゃちゃっ,1
ークッタクタ,1
までする,1
ムッとしている,1
照れて,1
年の女子,1
見てたぜ,1
キャー,1
蹴った,1
蹴る,1
なかったえ,1
ねーの。,1
見直し,1
片付けの前,1
テニス,1
ディフェンダー,1
ディフェンス,1
硬派,1
特訓した,1
集合した,1
イジメて,1
理想,1
ヤツの自慢,1
包容,1
特訓の時間,1
紅白,1
入れてけ,1
来年の大会,1
活躍した,1
部の終わり,1
らの顔,1
たかったぜ,1
仲間の一員,1
一員,1
部活の後,1
磨くのキツかっ,1
長瀬のため,1
お前の頑張り,1
任す,1
特訓の打ち上げ,1
チンジャオロース,1
料理の話,1
悪いのか,1
部のが,1
ゴール,1
出せよ,1
ピリピリしている,1
連,1
やってけてけ,1
フインキ,1
悪くして,1
あいつのこと,1
家の用事,1
お前の迷惑,1
日誌,1
当番,1
大盛り,1
駆け引き,1
一条の話,1
っつーのは,1
サッカーのため,1
死ねる,1
手放さ,1
お前の特訓,1
溶け込んでで,1
やらせてる,1
ごまかしてる,1
長瀬の女嫌い,1
女嫌い,1
女の話,1
かしてたし,1
長瀬の手抜き,1
手抜き,1
ぶっきらぼう,1
人当たり,1
重々しく,1
握ん,1
ってし,1
彼女のほう,1
切り出して,1
ビンタ,1
長瀬の勝手,1
たくてしてるのか,1
心配している,1
期待のまなざし,1
パンツ,1
下品,1
向おう,1
呼び止め,1
何の“,1
他校の女子,1
イナカのとこ,1
持ち帰られ,1
合コンして,1
お前のため,1
くせえ,1
二人の言い合い,1
言い合い,1
白熱して,1
煽ってて,1
言い合いしてて,1
伝わん,1
一条の勢い,1
増した,1
怯えてる,1
冷たいのも,1
挫折,1
傷つくのが,1
楽しいのか,1
俺の人生,1
人生のこと,1
俺の勝手,1
上の、,1
テメーの人生,1
見限られて,1
思わさ,1
言えるのか,1
本当の長瀬,1
俺の気持ち,1
せっかい,1
見張っててて,1
引きずってんてんのか,1
思い巡らせている,1
ぶつけれ,1
自分の働きかけ,1
働きかけ,1
長瀬の大きな,1
長瀬の元,1
来てるのって,1
長引い,1
オゴリ,1
モモ上げ,1
走れ,1
周,1
入れている,1
止めた,1
情けねえ,1
手入れする,1
干す,1
ボールの手入れ,1
やすいぜ,1
走ろう,1
長瀬の噂,1
彼女のこと,1
期待してた,1
なてめ,1
ハモってて,1
好みのクセ,1
との深い,1
てわけで,1
こないだの子,1
怒らせ,1
おっれ,1
ひと時の楽しい,1
後輩の指導,1
なのを,1
者の代わり,1
都会の学校,1
生徒の義務,1
通ってている,1
病欠の生徒,1
生徒の代わり,1
見回ら,1
応対して,1
いじっ,1
病気の人,1
電話の応対,1
応対,1
めった,1
ガーゼ,1
製薬,1
会社の人,1
サンダー,1
製薬の北野,1
北野,1
ホクト,1
製薬の長野,1
長野,1
ガーゼの発注,1
発注の件,1
発注し,1
口論,1
校内の見回り,1
見回りの発表,1
発表し,1
いーの。,1
遅れて,1
うちの手伝い,1
ここの整理,1
会するし,1
年の…,1
年の、,1
人の弟,1
花村のツレ,1
ツレ,1
棚の方,1
他の委員,1
集合して,1
繰り返します,1
すげなく,1
断られた,1
性格のよう,1
委員の代役,1
今日の召集,1
棚卸し,1
免除,1
弟の話題,1
たしなめる,1
悪くする,1
帰るの嫌,1
袖のとこ,1
汚れてます,1
棚卸しのせい,1
手渡された,1
借りた,1
姉のハンカチ,1
俺のカバン,1
カバン,1
入れてて,1
果たせて,1
キョド,1
耐えよう,1
気まずく,1
正式,1
週の始め,1
始めのほう,1
酒屋のへん,1
手伝っててて,1
ひねってている,1
ジッと,1
手伝える,1
減り,1
たりするし,1
入れ替わり,1
立ち替わり,1
はずの、,1
会のおば,1
までで,1
貢献する,1
残す,1
ウロコ,1
発明し,1
生み出せ,1
ニラ,1
大学し,1
遅刻の言い訳,1
向かい風,1
強かったのでで,1
つぶれ,1
説教し,1
つぶるのか,1
なっててし,1
解ける,1
すっ転んでで,1
荒らされた,1
探ししてる,1
近所のガキ,1
大の跡,1
寝かせてる,1
シンデレラ,1
爆笑している,1
ウィット,1
富ん,1
今の？,1
感覚の違い,1
笑ったの久々,1
尚紀の表情,1
柔らかい,1
さんの…,1
霊能,1
先祖,1
犯した,1
悲しんでる,1
冷たいのねえ,1
歳の近い,1
姉弟,1
無いのよぉ,1
言い返さ,1
監視の目,1
フラフラ,1
手伝いし,1
家族の力,1
口答えする,1
世辞,1
ピチピチ,1
さんの興味,1
それた,1
ホッとしているのを,1
尚紀のせい,1
慣れてますし,1
すくめた,1
づきあい,1
怒鳴っ,1
尚紀の辛,1
辞めよう,1
合わせろ,1
考え直せです,1
噛んででいる,1
オヤジの代,1
潰すのか,1
他の方法,1
尚紀の悩み,1
なれている,1
勘繰られ,1
言い返せ,1
クラスの仕事,1
俺の好き,1
課題,1
遅刻・早退,1
カウント,1
命令し,1
ゆっくりし,1
取り上げる,1
立ち上がら,1
周りの気持ち,1
知り合いの家族,1
結んでで,1
回れ,1
振舞え,1
くるのを,1
同情,1
れるのを,1
飽きる,1
変わっててます,1
ぶつけて,1
家の近く,1
食われ,1
切れかけてた,1
毎回,1
ゲンカ,1
無くなら,1
庫の中,1
ねーの”,1
虚勢,1
抜け出せるのか,1
そうしてる,1
ちゃんの歳,1
交じり,1
立ち止まってるてる,1
ジュネスのは,1
店のため,1
ジュネスの中,1
酒の種類,1
安売り,1
かしてるし,1
ちゃんの件,1
そらしている,1
儲かるし,1
偽善,1
崩壊してます,1
振舞っててで,1
敵対,1
街の人,1
うるさかっ,1
つの国,1
あご,1
目のあたり,1
自慢の弟,1
ちゃうぜ,1
払え,1
下げた,1
働いてた,1
温かく,1
見つかったの…,1
通れ,1
思い出すのも,1
吊るされてた,1
思うのも,1
悲しくて,1
蘇ってて,1
ドラマの主人,1
感謝の目つき,1
伝わってるてる,1
気の済む,1
尚紀の拳,1
信じます,1
しゃくりあげている,1
尚紀の深い,1
身軽,1
ひょいひょい,1
渡ってってっ,1
向こうの林,1
林のほう,1
橋,1
渡ってて,1
脅かされて,1
引かれた,1
っしてます,1
屈託,1
ただのレシート,1
ただの買い物,1
アルカナ,1
大地の母親,1
受け止め,1
深め,1
俺のできる,1
繁盛する,1
語るのも,1
しみじみ,1
ぴったり,1
住んででいるのだ,1
